,Descriptor,Location Type,Cluster Labels,Segment
10112,Noise,Street/Sidewalk,6,7
10113,Noise,Street/Sidewalk,6,7
10114,Traffic,Residential Building/House,0,1
10115,Noise,Street/Sidewalk,6,7
10116,Noise,Street/Sidewalk,6,7
10117,Noise,Street/Sidewalk,6,7
10118,Noise,Street/Sidewalk,6,7
10119,Noise,Street/Sidewalk,6,7
10120,Noise,Street/Sidewalk,6,7
10121,Noise,Street/Sidewalk,6,7
10122,Noise,Street/Sidewalk,6,7
10123,Noise,Street/Sidewalk,6,7
10124,Noise,Residential Building/House,5,6
10125,Traffic,Street/Sidewalk,1,2
10126,Noise,Residential Building/House,5,6
10127,Noise,Street/Sidewalk,6,7
10128,Noise,Store/Commercial,3,4
10129,Noise,Store/Commercial,3,4
10130,Noise,Store/Commercial,3,4
10131,Noise,Street/Sidewalk,6,7
10132,Noise,Residential Building/House,5,6
10133,Other,Street/Sidewalk,1,2
10134,Noise,Residential Building/House,5,6
10135,Traffic,Street/Sidewalk,1,2
10136,Safety,Street/Sidewalk,7,8
10137,Noise,Store/Commercial,3,4
10138,Noise,Street/Sidewalk,6,7
10139,Noise,Street/Sidewalk,6,7
10140,Noise,Street/Sidewalk,6,7
10141,Traffic,Residential Building/House,0,1
10142,Noise,Street/Sidewalk,6,7
10143,Traffic,Street/Sidewalk,1,2
10144,Noise,Residential Building/House,5,6
10145,Traffic,Residential Building/House,0,1
10146,Traffic,Street/Sidewalk,1,2
10147,Traffic,Street/Sidewalk,1,2
10148,Traffic,Street/Sidewalk,1,2
10149,Traffic,Street/Sidewalk,1,2
10150,Noise,Street/Sidewalk,6,7
10151,Traffic,Residential Building/House,0,1
10152,Traffic,Residential Building/House,0,1
10153,Traffic,Residential Building/House,0,1
10154,Noise,Street/Sidewalk,6,7
10155,Noise,Street/Sidewalk,6,7
10156,Safety,Street/Sidewalk,7,8
10157,Noise,Street/Sidewalk,6,7
10158,Traffic,Residential Building/House,0,1
10159,Noise,Residential Building/House,5,6
10160,Noise,Street/Sidewalk,6,7
10161,Traffic,Street/Sidewalk,1,2
10162,Noise,Store/Commercial,3,4
10163,Noise,Street/Sidewalk,6,7
10164,Traffic,Residential Building/House,0,1
10165,Noise,Street/Sidewalk,6,7
10166,Noise,Store/Commercial,3,4
10167,Noise,Residential Building/House,5,6
10168,Noise,Store/Commercial,3,4
10169,Noise,Street/Sidewalk,6,7
10170,Noise,Store/Commercial,3,4
10171,Noise,Store/Commercial,3,4
10172,Noise,Residential Building/House,5,6
10173,Personal Issue,Street/Sidewalk,1,2
10174,Noise,Store/Commercial,3,4
10175,Noise,Store/Commercial,3,4
10176,Noise,Store/Commercial,3,4
10177,Noise,Store/Commercial,3,4
10178,Traffic,Street/Sidewalk,1,2
10179,Traffic,Residential Building/House,0,1
10180,Traffic,Street/Sidewalk,1,2
10181,Traffic,Street/Sidewalk,1,2
10182,Noise,Street/Sidewalk,6,7
10183,Noise,Residential Building/House,5,6
10184,Traffic,Residential Building/House,0,1
10185,Traffic,Residential Building/House,0,1
10186,Traffic,Residential Building/House,0,1
10187,Noise,Residential Building/House,5,6
10188,Noise,Street/Sidewalk,6,7
10189,Traffic,Street/Sidewalk,1,2
10190,Traffic,Street/Sidewalk,1,2
10191,Noise,Residential Building/House,5,6
10192,Traffic,Street/Sidewalk,1,2
10193,Noise,Street/Sidewalk,6,7
10194,Noise,Store/Commercial,3,4
10196,Traffic,Street/Sidewalk,1,2
10197,Traffic,Street/Sidewalk,1,2
10198,Noise,Residential Building/House,5,6
10199,Noise,Street/Sidewalk,6,7
10200,Noise,Street/Sidewalk,6,7
10201,Noise,Residential Building/House,5,6
10202,Noise,Street/Sidewalk,6,7
10236,Traffic,Residential Building/House,0,1
10237,Traffic,Residential Building/House,0,1
10238,Noise,Store/Commercial,3,4
10239,Noise,Store/Commercial,3,4
10240,Noise,Store/Commercial,3,4
10241,Noise,Street/Sidewalk,6,7
10243,Noise,Store/Commercial,3,4
10244,Noise,Residential Building/House,5,6
10245,Noise,Store/Commercial,3,4
10246,Noise,Store/Commercial,3,4
10247,Noise,Street/Sidewalk,6,7
10248,Noise,Street/Sidewalk,6,7
10249,Energy,Street/Sidewalk,1,2
10250,Noise,Store/Commercial,3,4
10251,Noise,Street/Sidewalk,6,7
10252,Traffic,Residential Building/House,0,1
10253,Traffic,Residential Building/House,0,1
10254,Noise,Residential Building/House,5,6
10255,Noise,Residential Building/House,5,6
10256,Noise,Residential Building/House,5,6
10257,Noise,Street/Sidewalk,6,7
10258,Traffic,Street/Sidewalk,1,2
10259,Noise,Residential Building/House,5,6
10260,Noise,Store/Commercial,3,4
10261,Noise,Store/Commercial,3,4
10262,Noise,Street/Sidewalk,6,7
10263,Other,Store/Commercial,3,4
10264,Safety,Street/Sidewalk,7,8
10266,Traffic,Residential Building/House,0,1
10267,Traffic,Street/Sidewalk,1,2
10268,Noise,Street/Sidewalk,6,7
10269,Noise,Street/Sidewalk,6,7
10270,Noise,Residential Building/House,5,6
10271,Noise,Street/Sidewalk,6,7
10272,Traffic,Residential Building/House,0,1
10273,Noise,Residential Building/House,5,6
10274,Safety,Street/Sidewalk,7,8
10275,Safety,Street/Sidewalk,7,8
10276,Traffic,Street/Sidewalk,1,2
10277,Traffic,Street/Sidewalk,1,2
10278,Noise,Street/Sidewalk,6,7
10279,Noise,Store/Commercial,3,4
10280,Noise,Residential Building/House,5,6
10281,Noise,Residential Building/House,5,6
10282,Noise,Store/Commercial,3,4
10283,Noise,Residential Building/House,5,6
10284,Noise,Store/Commercial,3,4
10285,Noise,Residential Building/House,5,6
10286,Noise,Street/Sidewalk,6,7
10287,Traffic,Residential Building/House,0,1
10288,Noise,Residential Building/House,5,6
10289,Noise,Residential Building/House,5,6
10291,Noise,Residential Building/House,5,6
10292,Noise,Residential Building/House,5,6
10293,Noise,Street/Sidewalk,6,7
10294,Noise,Street/Sidewalk,6,7
10295,Noise,Store/Commercial,3,4
10296,Traffic,Residential Building/House,0,1
10297,Noise,Street/Sidewalk,6,7
10298,Noise,Store/Commercial,3,4
10299,Noise,Store/Commercial,3,4
10300,Noise,Store/Commercial,3,4
10301,Noise,Street/Sidewalk,6,7
10302,Noise,Street/Sidewalk,6,7
10303,Noise,Street/Sidewalk,6,7
10304,Noise,Street/Sidewalk,6,7
10305,Noise,Street/Sidewalk,6,7
10306,Noise,Residential Building/House,5,6
10307,Traffic,Residential Building/House,0,1
10308,Noise,Residential Building/House,5,6
10309,Noise,Street/Sidewalk,6,7
10310,Safety,Street/Sidewalk,7,8
10311,Trash/Pollution,Street/Sidewalk,2,3
10312,Safety,Street/Sidewalk,7,8
10313,Noise,Street/Sidewalk,6,7
10314,Noise,Residential Building/House,5,6
10315,Noise,Street/Sidewalk,6,7
10316,Noise,Street/Sidewalk,6,7
10317,Noise,Street/Sidewalk,6,7
10318,Traffic,Street/Sidewalk,1,2
10319,Traffic,Street/Sidewalk,1,2
10320,Noise,Street/Sidewalk,6,7
10321,Noise,Street/Sidewalk,6,7
10322,Noise,Street/Sidewalk,6,7
10323,Noise,Street/Sidewalk,6,7
10324,Noise,Street/Sidewalk,6,7
10325,Noise,Street/Sidewalk,6,7
10326,Noise,Street/Sidewalk,6,7
10327,Noise,Street/Sidewalk,6,7
10328,Noise,Street/Sidewalk,6,7
10329,Noise,Street/Sidewalk,6,7
10330,Noise,Street/Sidewalk,6,7
10331,Noise,Street/Sidewalk,6,7
10332,Noise,Street/Sidewalk,6,7
10333,Noise,Street/Sidewalk,6,7
10335,Noise,Street/Sidewalk,6,7
10336,Noise,Residential Building/House,5,6
10337,Noise,Street/Sidewalk,6,7
10338,Noise,Street/Sidewalk,6,7
10339,Noise,Street/Sidewalk,6,7
10340,Noise,Street/Sidewalk,6,7
10341,Noise,Street/Sidewalk,6,7
10343,Noise,Residential Building/House,5,6
10344,Noise,Street/Sidewalk,6,7
10345,Noise,Street/Sidewalk,6,7
10346,Traffic,Residential Building/House,0,1
10347,Noise,Street/Sidewalk,6,7
10348,Traffic,Street/Sidewalk,1,2
10349,Traffic,Street/Sidewalk,1,2
10352,Trash/Pollution,Parking Lot/Garage,2,3
10353,Trash/Pollution,Parking Lot/Garage,2,3
10354,Energy,Street/Sidewalk,1,2
10355,Noise,Street/Sidewalk,6,7
10356,Noise,Residential Building/House,5,6
10357,Noise,Street/Sidewalk,6,7
10358,Noise,Residential Building/House,5,6
10367,Traffic,Street/Sidewalk,1,2
10368,Trash/Pollution,Street/Sidewalk,2,3
10370,Personal Issue,Street/Sidewalk,1,2
10371,Safety,Street/Sidewalk,7,8
10372,Safety,Street/Sidewalk,7,8
10373,Safety,Street/Sidewalk,7,8
10374,Traffic,Street/Sidewalk,1,2
10375,Safety,Street/Sidewalk,7,8
10376,Trash/Pollution,Street/Sidewalk,2,3
10377,Traffic,Street/Sidewalk,1,2
10378,Personal Issue,Store/Commercial,3,4
10379,Other,Street/Sidewalk,1,2
10380,Safety,Street/Sidewalk,7,8
10383,Commercial,Street/Sidewalk,1,2
10385,Commercial,Street/Sidewalk,1,2
10388,Safety,Street/Sidewalk,7,8
10389,Commercial,Street/Sidewalk,1,2
10390,Safety,Street/Sidewalk,7,8
10391,Safety,Street/Sidewalk,7,8
10392,Safety,Street/Sidewalk,7,8
10393,Traffic,Street/Sidewalk,1,2
10394,Commercial,Street/Sidewalk,1,2
10395,Commercial,Street/Sidewalk,1,2
10396,Safety,Street/Sidewalk,7,8
10397,Traffic,Street/Sidewalk,1,2
10398,Traffic,Residential Building/House,0,1
10399,Traffic,Street/Sidewalk,1,2
10400,Commercial,Street/Sidewalk,1,2
10401,Safety,Street/Sidewalk,7,8
10407,Traffic,Street/Sidewalk,1,2
10414,Personal Issue,Street/Sidewalk,1,2
10415,Traffic,Street/Sidewalk,1,2
10416,Commercial,Street/Sidewalk,1,2
10417,Commercial,Street/Sidewalk,1,2
10418,Commercial,Street/Sidewalk,1,2
10419,Traffic,Street/Sidewalk,1,2
10420,Safety,Street/Sidewalk,7,8
10421,Traffic,Street/Sidewalk,1,2
10423,House,Residential Building/House,0,1
10424,Traffic,Street/Sidewalk,1,2
10425,Animals,Residential Building/House,4,5
10426,Animals,Residential Building/House,4,5
10427,Animals,Residential Building/House,4,5
10428,Animals,Residential Building/House,4,5
10429,Animals,Residential Building/House,4,5
10430,Animals,Residential Building/House,4,5
10431,Animals,Residential Building/House,4,5
10432,Animals,Residential Building/House,4,5
10433,Traffic,Street/Sidewalk,1,2
10435,Traffic,Street/Sidewalk,1,2
10436,Traffic,Street/Sidewalk,1,2
10437,House,Residential Building/House,0,1
10438,Traffic,Street/Sidewalk,1,2
10439,Traffic,Street/Sidewalk,1,2
10440,Traffic,Street/Sidewalk,1,2
10441,Traffic,Street/Sidewalk,1,2
10442,Traffic,Street/Sidewalk,1,2
10443,Traffic,Street/Sidewalk,1,2
10444,Traffic,Street/Sidewalk,1,2
10445,Traffic,Street/Sidewalk,1,2
10446,Commercial,Taxi,0,1
10450,Traffic,Street/Sidewalk,1,2
10453,Traffic,Residential Building/House,0,1
10454,Traffic,Residential Building/House,0,1
10457,Trash/Pollution,Residential Building/House,0,1
10458,House,Residential Building/House,0,1
10459,Animals,Residential Building/House,4,5
10460,Traffic,Street/Sidewalk,1,2
10461,Traffic,Street/Sidewalk,1,2
10464,Traffic,Street/Sidewalk,1,2
10465,Personal Issue,Taxi,0,1
10467,Traffic,Street/Sidewalk,1,2
10468,Commercial,Street/Sidewalk,1,2
10469,Animals,Store/Commercial,3,4
10470,Traffic,Street/Sidewalk,1,2
10471,Traffic,Street/Sidewalk,1,2
10472,Traffic,Street/Sidewalk,1,2
10473,Animals,Residential Building/House,4,5
10474,Commercial,Taxi,0,1
10475,Traffic,Street/Sidewalk,1,2
10476,Animals,Residential Building/House,4,5
10477,Animals,Residential Building/House,4,5
10478,Animals,Other,4,5
10479,Traffic,Street/Sidewalk,1,2
10480,Traffic,Street/Sidewalk,1,2
10481,Traffic,Street/Sidewalk,1,2
10483,Commercial,Store/Commercial,3,4
10484,Commercial,Store/Commercial,3,4
10485,Commercial,Store/Commercial,3,4
10486,Traffic,Street/Sidewalk,1,2
10487,Traffic,Street/Sidewalk,1,2
10488,Commercial,Taxi,0,1
10489,Noise,Residential Building/House,5,6
10490,Traffic,Street/Sidewalk,1,2
10491,Traffic,Street/Sidewalk,1,2
10492,Traffic,Street/Sidewalk,1,2
10493,Traffic,Street/Sidewalk,1,2
10494,Traffic,Street/Sidewalk,1,2
10495,Other,Street/Sidewalk,1,2
10496,Traffic,Street/Sidewalk,1,2
10497,Traffic,Street/Sidewalk,1,2
10499,Animals,Residential Building/House,4,5
10500,Commercial,Store/Commercial,3,4
10501,Other,Store/Commercial,3,4
10502,Other,Store/Commercial,3,4
10503,Traffic,Street/Sidewalk,1,2
10504,Traffic,Street/Sidewalk,1,2
10505,Personal Issue,Street/Sidewalk,1,2
10506,Personal Issue,Store/Commercial,3,4
10507,Traffic,Street/Sidewalk,1,2
10511,Traffic,Street/Sidewalk,1,2
10512,Traffic,Street/Sidewalk,1,2
10513,Traffic,Street/Sidewalk,1,2
10516,Traffic,Street/Sidewalk,1,2
10517,House,Street/Sidewalk,0,1
10518,Traffic,Street/Sidewalk,1,2
10520,Traffic,Street/Sidewalk,1,2
10521,Commercial,Taxi,0,1
10522,Traffic,Street/Sidewalk,1,2
10523,Traffic,Street/Sidewalk,1,2
10529,Other,Store/Commercial,3,4
10530,Commercial,Store/Commercial,3,4
10532,Commercial,Store/Commercial,3,4
10533,Other,Store/Commercial,3,4
10534,Other,Store/Commercial,3,4
10535,Energy,Street/Sidewalk,1,2
10536,Personal Issue,Taxi,0,1
10538,Traffic,Street/Sidewalk,1,2
10539,Traffic,Street/Sidewalk,1,2
10540,Noise,Residential Building/House,5,6
10541,Traffic,Street/Sidewalk,1,2
10542,Traffic,Street/Sidewalk,1,2
10544,Commercial,Taxi,0,1
10545,Traffic,Street/Sidewalk,1,2
10546,Trash/Pollution,Street/Sidewalk,2,3
10547,Trash/Pollution,Street/Sidewalk,2,3
10548,Trash/Pollution,Street/Sidewalk,2,3
10549,Trash/Pollution,Street/Sidewalk,2,3
10550,Safety,Park,7,8
10551,Other,Taxi,0,1
10552,Trash/Pollution,Street/Sidewalk,2,3
10553,Other,Street/Sidewalk,1,2
10554,Noise,Street/Sidewalk,6,7
10555,Traffic,Street/Sidewalk,1,2
10556,Safety,Street/Sidewalk,7,8
10560,Noise,Street/Sidewalk,6,7
10561,Traffic,Street/Sidewalk,1,2
10562,Traffic,Residential Building/House,0,1
10564,Commercial,Store/Commercial,3,4
10565,Other,Store/Commercial,3,4
10566,Other,Store/Commercial,3,4
10567,Commercial,Store/Commercial,3,4
10568,Commercial,Store/Commercial,3,4
10569,Traffic,Street/Sidewalk,1,2
10570,Traffic,Street/Sidewalk,1,2
10572,Commercial,Taxi,0,1
10573,Traffic,Street/Sidewalk,1,2
10576,Traffic,Street/Sidewalk,1,2
10577,Energy,Street/Sidewalk,1,2
10578,Traffic,Street/Sidewalk,1,2
10579,Traffic,Street/Sidewalk,1,2
10580,Traffic,Street/Sidewalk,1,2
10581,Noise,Street/Sidewalk,6,7
10582,Noise,Street/Sidewalk,6,7
10587,Energy,Street/Sidewalk,1,2
10589,Other,Street/Sidewalk,1,2
10591,Safety,Park,7,8
10592,Noise,Street/Sidewalk,6,7
10593,Energy,Street/Sidewalk,1,2
10594,Other,Street/Sidewalk,1,2
10596,Traffic,Street/Sidewalk,1,2
10597,Traffic,Street/Sidewalk,1,2
10598,Traffic,Street/Sidewalk,1,2
10599,Safety,Street/Sidewalk,7,8
10600,Safety,Street/Sidewalk,7,8
10601,Traffic,Store/Commercial,1,2
10602,Commercial,Store/Commercial,3,4
10603,Commercial,Store/Commercial,3,4
10604,Commercial,Store/Commercial,3,4
10605,Commercial,Store/Commercial,3,4
10606,Traffic,Store/Commercial,1,2
10607,Trash/Pollution,Parking Lot/Garage,2,3
10608,Other,Parking Lot/Garage,0,1
10609,Safety,Street/Sidewalk,7,8
10610,Other,Street/Sidewalk,1,2
10611,Safety,Street/Sidewalk,7,8
10614,Other,Street/Sidewalk,1,2
10615,Personal Issue,Taxi,0,1
10616,Traffic,Street/Sidewalk,1,2
10617,Safety,Street/Sidewalk,7,8
10618,Traffic,Street/Sidewalk,1,2
10619,Trash/Pollution,Street/Sidewalk,2,3
10620,Trash/Pollution,Street/Sidewalk,2,3
10624,Trash/Pollution,Street/Sidewalk,2,3
10625,Trash/Pollution,Street/Sidewalk,2,3
10627,Trash/Pollution,Street/Sidewalk,2,3
10628,Trash/Pollution,Street/Sidewalk,2,3
10629,Trash/Pollution,Street/Sidewalk,2,3
10630,Safety,Street/Sidewalk,7,8
10631,Traffic,Street/Sidewalk,1,2
10632,Traffic,Street/Sidewalk,1,2
10634,Traffic,Street/Sidewalk,1,2
10635,Traffic,Street/Sidewalk,1,2
10636,Commercial,Store/Commercial,3,4
10637,Commercial,Store/Commercial,3,4
10638,Traffic,Store/Commercial,1,2
10639,Traffic,Store/Commercial,1,2
10640,House,Street/Sidewalk,0,1
10641,Safety,Street/Sidewalk,7,8
10643,Traffic,Street/Sidewalk,1,2
10644,Traffic,Street/Sidewalk,1,2
10646,Traffic,Street/Sidewalk,1,2
10647,House,Residential Building/House,0,1
10648,House,Residential Building/House,0,1
10649,House,Residential Building/House,0,1
10650,House,Residential Building/House,0,1
10651,House,Residential Building/House,0,1
10652,House,Residential Building/House,0,1
10653,House,Residential Building/House,0,1
10654,Traffic,Street/Sidewalk,1,2
10655,Traffic,Street/Sidewalk,1,2
10656,Traffic,Street/Sidewalk,1,2
10657,Traffic,Street/Sidewalk,1,2
10658,Noise,Street/Sidewalk,6,7
10659,Personal Issue,Street/Sidewalk,1,2
10660,Traffic,Street/Sidewalk,1,2
10661,Traffic,Street/Sidewalk,1,2
10662,Safety,Street/Sidewalk,7,8
10663,Traffic,Street/Sidewalk,1,2
10664,Other,Taxi,0,1
10665,Traffic,Residential Building/House,0,1
10667,Traffic,Street/Sidewalk,1,2
10674,Energy,Residential Building/House,0,1
10675,Traffic,Street/Sidewalk,1,2
10676,Commercial,Store/Commercial,3,4
10677,Energy,Street/Sidewalk,1,2
10678,Commercial,Street/Sidewalk,1,2
10679,Commercial,Street/Sidewalk,1,2
10680,Traffic,Street/Sidewalk,1,2
10681,Traffic,Street/Sidewalk,1,2
10683,Safety,Park,7,8
10684,Safety,Other,7,8
10685,Noise,Residential Building/House,5,6
10686,Noise,Street/Sidewalk,6,7
10687,Traffic,Street/Sidewalk,1,2
10688,Noise,Street/Sidewalk,6,7
10690,Safety,Street/Sidewalk,7,8
10691,Noise,Street/Sidewalk,6,7
10692,Traffic,Street/Sidewalk,1,2
10693,House,Residential Building/House,0,1
10694,Commercial,Taxi,0,1
10695,Traffic,Street/Sidewalk,1,2
10698,Commercial,Store/Commercial,3,4
10699,Other,Store/Commercial,3,4
10700,Commercial,Store/Commercial,3,4
10701,Commercial,Store/Commercial,3,4
10702,Commercial,Store/Commercial,3,4
10703,Traffic,Street/Sidewalk,1,2
10704,Traffic,Street/Sidewalk,1,2
10707,Traffic,Residential Building/House,0,1
10708,Other,Residential Building/House,0,1
10709,Traffic,Residential Building/House,0,1
10710,Traffic,Street/Sidewalk,1,2
10711,House,Residential Building/House,0,1
10712,Other,Residential Building/House,0,1
10713,House,Residential Building/House,0,1
10715,Other,Residential Building/House,0,1
10716,Traffic,Street/Sidewalk,1,2
10717,Traffic,Street/Sidewalk,1,2
10718,Traffic,Street/Sidewalk,1,2
10719,Traffic,Street/Sidewalk,1,2
10721,Other,Street/Sidewalk,1,2
10722,Other,Street/Sidewalk,1,2
10725,Animals,Park,4,5
10726,Traffic,Street/Sidewalk,1,2
10727,Other,Street/Sidewalk,1,2
10728,Personal Issue,Street/Sidewalk,1,2
10729,Safety,Store/Commercial,3,4
10730,Safety,Store/Commercial,3,4
10731,Traffic,Street/Sidewalk,1,2
10732,Other,Street/Sidewalk,1,2
10733,Noise,Store/Commercial,3,4
10734,Other,Taxi,0,1
10737,Commercial,Street/Sidewalk,1,2
10738,Traffic,Street/Sidewalk,1,2
10739,Traffic,Street/Sidewalk,1,2
10740,Other,Street/Sidewalk,1,2
10741,Commercial,Street/Sidewalk,1,2
10742,Noise,Street/Sidewalk,6,7
10743,Traffic,Residential Building/House,0,1
10744,Traffic,Residential Building/House,0,1
10745,Traffic,Residential Building/House,0,1
10746,Traffic,Street/Sidewalk,1,2
10747,Traffic,Street/Sidewalk,1,2
10748,Traffic,Street/Sidewalk,1,2
10751,Commercial,Taxi,0,1
10752,Other,Street/Sidewalk,1,2
10753,Personal Issue,Street/Sidewalk,1,2
10754,Noise,Street/Sidewalk,6,7
10755,Traffic,Store/Commercial,1,2
10756,Traffic,Street/Sidewalk,1,2
10757,Traffic,Street/Sidewalk,1,2
10758,Traffic,Street/Sidewalk,1,2
10759,Noise,Residential Building/House,5,6
10760,Traffic,Street/Sidewalk,1,2
10761,Traffic,Street/Sidewalk,1,2
10762,Commercial,Taxi,0,1
10763,Traffic,Street/Sidewalk,1,2
10764,Traffic,Street/Sidewalk,1,2
10765,Noise,Street/Sidewalk,6,7
10766,Traffic,Street/Sidewalk,1,2
10767,Traffic,Street/Sidewalk,1,2
10768,Traffic,Residential Building/House,0,1
10771,Safety,Street/Sidewalk,7,8
10772,Traffic,Street/Sidewalk,1,2
10773,Traffic,Street/Sidewalk,1,2
10774,Energy,Residential Building/House,0,1
10775,Energy,Residential Building/House,0,1
10776,Energy,Residential Building/House,0,1
10777,House,Residential Building/House,0,1
10778,House,Residential Building/House,0,1
10779,Traffic,Street/Sidewalk,1,2
10780,Personal Issue,Taxi,0,1
10781,Personal Issue,Taxi,0,1
10782,Noise,Residential Building/House,5,6
10788,House,Residential Building/House,0,1
10791,Animals,Residential Building/House,4,5
10792,Traffic,Residential Building/House,0,1
10793,Noise,Street/Sidewalk,6,7
10794,Commercial,Taxi,0,1
10795,Noise,Park,3,4
10796,Traffic,Street/Sidewalk,1,2
10797,Traffic,Street/Sidewalk,1,2
10798,Traffic,Residential Building/House,0,1
10799,Traffic,Street/Sidewalk,1,2
10800,Traffic,Street/Sidewalk,1,2
10801,Other,Street/Sidewalk,1,2
10802,Traffic,Street/Sidewalk,1,2
10803,Traffic,Street/Sidewalk,1,2
10804,Safety,Street/Sidewalk,7,8
10806,Noise,Street/Sidewalk,6,7
10807,Safety,Street/Sidewalk,7,8
10808,Noise,Store/Commercial,3,4
10809,Traffic,Street/Sidewalk,1,2
10810,Traffic,Street/Sidewalk,1,2
10811,Commercial,Store/Commercial,3,4
10812,Commercial,Store/Commercial,3,4
10813,Traffic,Street/Sidewalk,1,2
10814,Commercial,Taxi,0,1
10815,Traffic,Street/Sidewalk,1,2
10816,Noise,Store/Commercial,3,4
10817,Commercial,Taxi,0,1
10818,Noise,Street/Sidewalk,6,7
10820,Traffic,Street/Sidewalk,1,2
10821,Traffic,Residential Building/House,0,1
10822,Safety,Street/Sidewalk,7,8
10823,Other,Taxi,0,1
10824,Noise,Street/Sidewalk,6,7
10825,Traffic,Street/Sidewalk,1,2
10827,Personal Issue,Taxi,0,1
10828,Traffic,Street/Sidewalk,1,2
10829,Commercial,Store/Commercial,3,4
